FAMILIA,OBJETO_ALCANCE,APLICA_PMA_PSM,NUM_FICHAS,FICHAS_APLICAN,PMOOR-1,PMOOR-2,AS-1,AS-2,AS-3,AS-4,AS-5,AS-6,AS-7,AS-8: PMCOR-2,AS-9,AS-10: PMCOR-18,AS-11: PMAAH-5,ARH-1,ARH-2,ARA-1,ARA-2,ACA-1,ACA-2,BS-1,BS-2,BS-3,BPCH-1,BRAI-1,BH-1,BCEVF-1,BC-1,BC-2,BC-3,GS-1,GS-2,GS-3,GS-4,GS-5,GS-6,PGSO1-8,PSMA-1,ASM-1,ASM-2,ASM-3,ASM-4,ASM-5,ASM-6,PM-1,BSM-1,BSM-2,BSM-3,SSM-1,SSM-2,SSM-3,SSM-4
Consultoría,"Hacer uso de la información que generan diariamente ODL y BIC, con el fin de analizar y explotar comercial y administrativamente dicha información para crear nuevos servicios, optimizar los existentes y facilitar las propuestas administrativas para la toma de decisiones. 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Encuesta Satisfacción de Clientes Internos y Externos,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Encuesta Satisfacción de Clientes Internos y Externos 2021,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Desarrollos del Sistema de Información Geográfica,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Actualización del plan de manejo ambiental y plan de seguimiento y monitoreo de los oleoductos ODL y BICENTENARIO, Migración pedido 4400000262",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal permanente en derecho de la competencia, competencia desleal y transacciones empresariales.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Diseño integral del Programa de Bienestar de Oleoducto de los Llanos Orientales S.A.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Realizar un análisis de Mercado, que compara el plan actual de beneficios de la compañía, respecto a las prácticas del mercado de referencia con el cual nos medimos (Ejecutivo y Oil & Gas), un inventario de este  e iniciar el proceso de implementación y Administración del plan de beneficios para los colaboradores de ODL previa aprobación de la JD.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Evaluación de ECP  para sucesores de  Presidente,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Evaluación ECP de sucesores para  Direcciónes,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Encuesta de Riesgo Psicosocial,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Implementación encuesta de cultura, para evaluar cierre de brechas.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Diseño e implementacion del modelo de cultura organizacional para ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Implementación de los proyectos para la movilización de las competencias de ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Realizar el diagnóstico de competitividad salarial para ODL año 2022,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Realizar el diagnóstico de competitividad salarial para ODL año 2019.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Realizar el diagnóstico de competitividad salarial para ODL año 2020.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Prestar los servicios de Consultoría en situaciones de crisis, duración de 1 a 6 días; consultoría en situaciones de crisis, duración de 7 a 15 días, y la realización de un taller de voceros, estructurado de acuerdo con la realidad de ODL",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"AUDITORIA AL SISTEMA DE CONTROL INTERNO DE OLEODUCTO DE LOS LLANOS ORIENTALES, S.A. - SUCURSAL COLOMBIA Y OLEODUCTO BICENTENARIO DE COLOMBIA S.A.S. 2019 - 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Consultoría y asesoría técnica durante la implementación del Sistema Gestión de Seguridad de Procesos,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Elaboración, revisión y actualización de ingenierías, manuales y procedimientos operativos",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,SERVICIO DE ASESORIA TRIBUTARIA INTEGRAL DEL OLEODUCTO DE LOS LLANOS ORIENTALES S.A.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,SERVICIO DE INTERVENTORIA ADMINISTRATIVA DE LOS CONTRATOS DE MANTENIMIENTO SUSCRITOS POR LOS OLEODUCTOS DE LOS LLANOS ORIENTALES S.A. Y BICENTENARIO DE COLOMBIA S.A.S,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Toma física de activos, análisis de vidas útil y vida económica",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo marco de precios para asesoría especializada en materia, contable tributaria y legal",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,REVISORIA FISCAL: EMITIR UNA OPINION CON LA EMISION DE LOS EEFF A 30 DE JUNIO Y 31 DE DICIEMBRE DEL 2019 EMITIR UN INFORME Y UN MEMORANDO AL EQUIPO DE ERNST & YOUNG; CUMPLIMIENTO DE NORMAS DE CONTABILIDAD Y DE INFORMACION CONTABLE ACEPTADAS EN COLOMBIA,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Implementar la transmisión de mensajes via SWIFT con las fiduciarias,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Prestación de servicios de asesoría legal permanente en asuntos de derecho ambiental y otros,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para la prestación de servicios de asesoría legal a favor de ODL y/o Bicentenario relacionados con asuntos penales, representación judicial y/o vigilancia judicial de procesos, por rangos de tarifas horarias.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Servicios legales de asesoría en relación con la elaboración de la Matriz Legal de Cumplimiento HSE (SSTA) y su actualización periódica.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Prestación de servicios de asesoría legal general en los asuntos del día a día de las compañías, de sus proyectos y transacciones corporativas, así como la solucuión de sus diferencias contractuales.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal permanente en asuntos de derecho corporativo, financiero, administrativo, público, así como relacionada con temas regulatorios, contractuales y demás afines, incluidos temas propios de la industria petrolera y resolución de controversias asociadas.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para la asesoría legal permanente a favor de  ODL y Bicentenario relacionados con asuntos inmobiliarios, procesos de imposición de servidumbres, querellas policivas, tramite y gestión de solicitudes de entidades territoriales y nacionales.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para asesoría legal permanente para ODL y Bicentenario relacionada con asuntos corporativos, contractuales, cambiarios, regulatorios, tributario, entes de control, derecho financiero, derecho público, contractual y regulatorio.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para asesoría legal a favor de ODL y Bicentenario relacionados con asesoría legal relacionada con: (i) asuntos inmobiliarios (estudios de títulos, estudios jurídico catastrales, gestión de negociación directa, trámite ante autoridades y trámites de notariado y registro entre otros), y (ii) asesoría legal y representación judicial en los procesos de avalúo de servidumbre de hidrocarburos y de revisión.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC. 2020",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC. 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Hacer uso de la información que generan diariamente ODL y BIC, con el fin de analizar y explotar comercial y administrativamente dicha información para crear nuevos servicios, optimizar los existentes y facilitar las propuestas administrativas para la toma de decisiones. 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Encuesta Satisfacción de Clientes Internos y Externos OBC 2019,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal permanente en derecho de la competencia, competencia desleal y transacciones empresariales a favor de Bicentenario.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Asesoría en seguros acogiendo la consultoría que contratará CENIT,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Estudio de cortocircuito y arco eléctrico,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gestión Social,"Transferir a la Fundación ODL - Bicentenario los recursos para Contratar un proveedor local  para el suministro de almuerzos, refrigerios, alquiler de salones, medios audiovisuales en Casanare (área de influencia ODL y Bicentenario)",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Consultoría para contratar la ejecución de pruebas de Hacking Ético para ODL/OBC PCC-54,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Soporte de segundo nivel, operación y evolución de la herramienta
SAP extended ECM by Opentext implementadas, e incluidas las funcionalidades VIM, ADA y ECMLink, y el módulo de PO, para Oleoducto de los Llanos Orientales y Oleoducto Bicentenario de Colombia",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE DISEÑO DE PIEZAS DE COMUNICACIÓN, HOSTING, Y MANTENIMIENTO DE PORTALES WEB E INTRANET PARA OLEODUCTO DE LOS LLANOS ORIENTALES Y OLEODUCTO BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,SERVICIO DE OUTSOURCING DE IMPRESIÓN QUE INCLUYA INSUMOS Y REPUESTOS PARA ODL Y BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SUMINISTRO DE LICENCIAMIENTO MICROSOFT MPSA (MICROSOFT PRODUCTS AND SERVICES AGREEMENT), PARA DAR CUMPLIMIENTO A LAS NECESIDADES PROPIAS DE ODL/BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de proveedor tecnológico para emisión y recepción de facturación electrónica para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicio proveedor tecnológico para emisión, recepción y conservación de facturación electrónica para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de administración de SAP HEC (Hana Enterprise Cloud) y el soporte y mantenimiento de la infraestructura necesaria.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"PRESTAR LOS SERVICIOS INTEGRALES DE SOPORTE, MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL SISTEMA SAP BÁSICO  Y ESPECIALIZADO EN LOS SISTEMAS DE ODL Y BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de videoconferencia,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,MANTENIMIENTO DE LICENCIAS Y EXTENSIONES DE SOFTWARE ESRI PARA EL OLEODUCTO DE LOS LLANOS ORIENTALES ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Prestar servicio de implementación de apps en dispositivos móviles para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicio para diseñar, desarrollar e implementar una herramienta tecnológica que permita apoyar la facturación del Balance, así como la integración con el sistema SAP, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,CONTRATAR EN CALIDAD DE SERVICIO EL SISTEMA DE SEGURIDAD PERIMETRAL TECNOLOGICO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de implementación  de la integración del proceso de recepción factura electrónica entre el proveedor tecnológico y el sistema SAP,  para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Prestar servicio de implementación de formularios y su correspondiente flujo de aprobación sobre la Plataforma Opentext  para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Wifi Campo,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Firewall,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de soporte en la herramienta SARC en SAP, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE ALQUILER, INSTALACIÓN, PROGRAMACIÓN, CONFIGURACIÓN, ADECUACIÓN, IMPLEMENTACIÓN Y EMPALME DE EQUIPOS TECNOLÓGICOS DE CÁMARAS DE SEGURIDAD CCTV, SISTEMAS DE CONTROL DE ACCESO Y SERVICIOS DE MANTENIMIENTO Y SOPORTE PARA LAS INSTALACIONES DE BOGOTÁ, CAMPO, ESTACIONES Y CASETAS DE ODL Y BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de soporte y mantenimiento de la herramienta TuPlan, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de implementación de indicadores bajo la herramienta Power BI,  para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento AnyDesk para Oleoducto de los Llanos Orientales ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento Power BI para Oleoducto de los Llanos Orientales ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento ThinkCell para Oleoducto de los Llanos Orientales ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio soporte y mantenimiento licencias en la herramienta SARC en SAP, para Oleoducto de los Llanos Orientales S.A.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,PRESTAR LOS SERVICIOS DE ACCESO A INTERNET Y CANAL DEDICADO PARA LA PLATAFORMA SAP.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Canal Comunicaciones HEC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE CONFIGURACION DE PLANTAS PBX TELEFONICAS DE BOGOTA, EBR, ER1, ER2, INTERCOM. ACTIVACION DE TRONCALES ETB, MODULOS DE SEGURIDAD SIP Y ASISTENCIA REMOTA, SALIDA DE LLAMADAS INTERNACIONALES.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio Planta Telefónica e Intercom,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Telecomunicaciones Operativas ODL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,COMPRA DE LICENCIAMIENTO DE SOFTWARE ROCKWELL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
