FAMILIA,OBJETO_ALCANCE,APLICA_PMA_PSM,NUM_FICHAS,FICHAS_APLICAN,AS-1,AS-2,AS-3,AS-4,AS-5,AS-6,AS-6C,AS-7,AS-8,AS-9,AS-10,ARH-1,ARH-2,ARH-2C,ARH-3,ARH-4,ARH-5,ARA-1,ACA-1,ACA-2,BS-1,BS-2,BS-3,BS-4,BPCH-1,BRAI-1,BH-1,BCEVF-1,BC-1,GS-1,GS-2,GS-3,GS-4,GS-5,GS-6,GS-7,GS-7C,ASM-1,ASM-2,ASM-3,ASM-4,ASM-5,BSM-1,BSM-2,BSM-3,SSM-1
Consultoría,"Prestación de servicios de asesoría legal general en los asuntos del día a día de las compañías, de sus proyectos y transacciones corporativas, así como la solucuión de sus diferencias contractuales.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal permanente en asuntos de derecho corporativo, financiero, administrativo, público, así como relacionada con temas regulatorios, contractuales y demás afines, incluidos temas propios de la industria petrolera y resolución de controversias asociadas.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para la asesoría legal permanente a favor de  ODL y Bicentenario relacionados con asuntos inmobiliarios, procesos de imposición de servidumbres, querellas policivas, tramite y gestión de solicitudes de entidades territoriales y nacionales.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Tribunales de Arbitramento - Contratos de Transporte Bicentenario,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para asesoría legal permanente para ODL y Bicentenario relacionada con asuntos corporativos, contractuales, cambiarios, regulatorios, tributario, entes de control, derecho financiero, derecho público, contractual y regulatorio.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Acuerdo Marco de Precios para asesoría legal a favor de ODL y Bicentenario relacionados con asesoría legal relacionada con: (i) asuntos inmobiliarios (estudios de títulos, estudios jurídico catastrales, gestión de negociación directa, trámite ante autoridades y trámites de notariado y registro entre otros), y (ii) asesoría legal y representación judicial en los procesos de avalúo de servidumbre de hidrocarburos y de revisión.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Contrato para la representación de Oleoducto Bicentenario de Colombia S.A.S. en los procesos judiciales de avalúo de perjuicios e imposición de servidumbre (Gastos Reembolsables). Solicitud de pedido derivada del contrato marco 8100099 con Fluuid Solutions S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Servicio de vigilancia judicial que Oleoducto Bicentenario requiera en los departamentos de Sucre y Córdoba,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Asesoría jurídica y técnica en seguros BIC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC. 2020",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Se requiere validar año a año como evoluciona la proyección de reservas de los bloques en la zona de influencia de los dos oleoductos, para obtener información relevante acerca de crudos que se transportan o se pueden transportar potencialmente por los sistemas ODL y BIC. 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Hacer uso de la información que generan diariamente ODL y BIC, con el fin de analizar y explotar comercial y administrativamente dicha información para crear nuevos servicios, optimizar los existentes y facilitar las propuestas administrativas para la toma de decisiones. 2021",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Desarrollos del Sistema de Información Geográfica,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal permanente en derecho de la competencia, competencia desleal y transacciones empresariales a favor de Bicentenario.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Asesoría legal dentro del proceso arbitral de Oleoducto Bicentenario S.A.S. (“Bicentenario”) contra (i) Frontera Energy Colombia Corp. (“Frontera”); (ii) Vetra Exploración y Producción Colombia S.A.S. (“Vetra”); y (iii) Canacol Energy Colombia S.A.S. (“Canacol” conjuntamente con Frontera y Vetra, los “Remitentes”) en virtud de los contratos de transporte suscritos con cada uno de los Remitentes y bajo el Acuerdo Marco de Inversión.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Asesoría en seguros acogiendo la consultoría que contratará CENIT,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,"Actualización documento técnico ambiental del permiso de vertimientos de aguas residuales domésticas de la Unidad de Unidad de Avanzada de Reacción Inmediata (UARI), en el marco de lo establecido por el Decreto 50 de 2018, artículo sexto.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,servicio profesional asesoría derecho laboral y seguridad social BIC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consultoría,Estudio de cortocircuito y arco eléctrico,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gestión Social,CARTA DE INSTRUCCIÓN N 21 FUNDACIÓN BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gestión Social,"Transferir a la Fundación ODL - Bicentenario los recursos para Contratar un proveedor local  para el suministro de almuerzos, refrigerios, alquiler de salones, medios audiovisuales en Casanare (área de influencia ODL y Bicentenario)",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gestión Social,"Contrato de Mandato Oleoducto Bicentenario de Colombia y Fundación Oleoducto Bicentenario de Colombia SAS No. SAP 9200002 Objeto: Diseño, promoción, administración, financiación y ejecución de iniciativas, programas, proyectos y actividades que forman parte de los proyectos de Gestión Social y de Responsabilidad Social Empresarial de Bicentenario.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE DISEÑO DE PIEZAS DE COMUNICACIÓN, HOSTING, Y MANTENIMIENTO DE PORTALES WEB E INTRANET PARA OLEODUCTO DE LOS LLANOS ORIENTALES Y OLEODUCTO BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,SERVICIO DE OUTSOURCING DE IMPRESIÓN QUE INCLUYA INSUMOS Y REPUESTOS PARA ODL Y BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SUMINISTRO DE LICENCIAMIENTO MICROSOFT MPSA (MICROSOFT PRODUCTS AND SERVICES AGREEMENT), PARA DAR CUMPLIMIENTO A LAS NECESIDADES PROPIAS DE ODL/BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de proveedor tecnológico para emisión y recepción de facturación electrónica para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicio proveedor tecnológico para emisión, recepción y conservación de facturación electrónica para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de administración de SAP HEC (Hana Enterprise Cloud) y el soporte y mantenimiento de la infraestructura necesaria.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"PRESTAR LOS SERVICIOS INTEGRALES DE SOPORTE, MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL SISTEMA SAP BÁSICO  Y ESPECIALIZADO EN LOS SISTEMAS DE ODL Y BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,MANTENIMIENTO DE LICENCIAS Y EXTENSIONES DE SOFTWARE ESRI PARA EL OLEODUCTO DE LOS LLANOS ORIENTALES ODL.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Prestar servicio de implementación de apps en dispositivos móviles para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicio para diseñar, desarrollar e implementar una herramienta tecnológica que permita apoyar la facturación del Balance, así como la integración con el sistema SAP, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,CONTRATAR EN CALIDAD DE SERVICIO EL SISTEMA DE SEGURIDAD PERIMETRAL TECNOLOGICO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de implementación  de la integración del proceso de recepción factura electrónica entre el proveedor tecnológico y el sistema SAP,  para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE ALQUILER, INSTALACIÓN, PROGRAMACIÓN, CONFIGURACIÓN, ADECUACIÓN, IMPLEMENTACIÓN Y EMPALME DE EQUIPOS TECNOLÓGICOS DE CÁMARAS DE SEGURIDAD CCTV, SISTEMAS DE CONTROL DE ACCESO Y SERVICIOS DE MANTENIMIENTO Y SOPORTE PARA LAS INSTALACIONES DE BOGOTÁ, CAMPO, ESTACIONES Y CASETAS DE ODL Y BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de soporte y mantenimiento de la herramienta TuPlan, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de implementación de indicadores bajo la herramienta Power BI,  para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio soporte y mantenimiento licencias en la herramienta SARC en SAP, para Oleoducto de los Llanos Orientales S.A.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,PRESTAR LOS SERVICIOS DE ACCESO A INTERNET Y CANAL DEDICADO PARA LA PLATAFORMA SAP.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Canal Comunicaciones HEC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE CONFIGURACION DE PLANTAS PBX TELEFONICAS DE BOGOTA, EBR, ER1, ER2, INTERCOM. ACTIVACION DE TRONCALES ETB, MODULOS DE SEGURIDAD SIP Y ASISTENCIA REMOTA, SALIDA DE LLAMADAS INTERNACIONALES.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio Planta Telefónica e Intercom,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,COMPRA DE LICENCIAMIENTO DE SOFTWARE ROCKWELL,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Otrosi 3 - Servicio de Telecomunicaciones Corporativas y Datacenter Extension del Acuerdo Marco No.9000002 OBC.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Datacenter: Open Text,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Prestar servicio de soporte y mantenimiento de Swift y SAP BCM,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio Cloud para infraestructura de servidores virtualizados/físicos.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Mtto UPS,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicios DataCenter externo,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Actualización AP,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Assesment de redes de sistemas de control y puesta a punto (Recertificación y reconexión)  (Rubiales, Jaguey, Corocora, Banadía, Araguaney);  actualización de firmware de switches.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento Stoner para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento Software Reliasoft para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Licenciamiento Wave para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE MANTENIMIENTO DEL SISTEMA DE INFORMACIÓN GEOGRAFICO – SIGOL, PARA OLEODUCTO BICENTENARIO DE COLOMBIA S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio Software SuccessFactors en la nube, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio Software PHA-PRO, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Herramienta para Vigilancia tecnológica + transformación digital,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,ARRENDAMIENTO DE EQUIPOS DE CÓMPUTO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"PRESTAR LOS SERVICIOS INTEGRALES DE SOPORTE, MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS APLICATIVOS NO SAP DE ODL Y BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Consultoría para contratar la ejecución de pruebas de Hacking Ético para ODL/OBC PCC-54,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Soporte de segundo nivel, operación y evolución de la herramienta
SAP extended ECM by Opentext implementadas, e incluidas las funcionalidades VIM, ADA y ECMLink, y el módulo de PO, para Oleoducto de los Llanos Orientales y Oleoducto Bicentenario de Colombia",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE DISEÑO DE PIEZAS DE COMUNICACIÓN, HOSTING, Y MANTENIMIENTO DE PORTALES WEB E INTRANET PARA OLEODUCTO DE LOS LLANOS ORIENTALES Y OLEODUCTO BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,PRESTAR LOS SERVICIOS INTEGRALES DE TIC  EN LAS PLATAFORMAS Y SOLUCIONES TECNOLÓGICAS  EN LAS ZONAS DE INFLUENCIA DEL OLEODUCTO DE LOS LLANOS ORIENTALES Y SUS OFICINAS CORPORATIVAS EN BOGOTÁ Y DE BICENTENARIO.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,SERVICIO DE OUTSOURCING DE IMPRESIÓN QUE INCLUYA INSUMOS Y REPUESTOS PARA ODL Y BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SUMINISTRO DE LICENCIAMIENTO MICROSOFT MPSA (MICROSOFT PRODUCTS AND SERVICES AGREEMENT), PARA DAR CUMPLIMIENTO A LAS NECESIDADES PROPIAS DE ODL/BICENTENARIO",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Servicio de administración de SAP HEC (Hana Enterprise Cloud) y el soporte y mantenimiento de la infraestructura necesaria.,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,CONTRATO DE ARRENDAMIENTO DE EQUIPOS DE CÓMPUTO ODL/BICENTENARIO,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"PRESTAR LOS SERVICIOS INTEGRALES DE SOPORTE, MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL SISTEMA SAP BÁSICO  Y ESPECIALIZADO EN LOS SISTEMAS DE ODL Y BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicio de Telecomunicaciones corporativas. Se requiere servicio de telecomunicaciones corporativas en Bogota, el servicio de internet, la conexión entre Datacenters, Bases de Datos de mantenimiento y las valvulas del Oleoducto.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Telecomunicaciones Corporativas,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Prestar servicio de soporte en la herramienta SARC en SAP, para Oleoducto de los Llanos Orientales S.A. y Oleoducto Bicentenario de Colombia S.A.S.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"Servicios de telecomunicaciones para el Oleoducto,el cual incluye en términos generales el diseño, la compra,la instalación,la puesta en servicio,la administración y el mantenimiento de acuerdo a niveles de servicios  y de conformidad  con lo establecido en las especificaciones técnicas",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,Telecomunicaciones Operativas OBC,False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Informática,"SERVICIO DE ALQUILER, INSTALACIÓN, PROGRAMACIÓN, CONFIGURACIÓN, ADECUACIÓN, IMPLEMENTACIÓN Y EMPALME DE EQUIPOS TECNOLÓGICOS DE CÁMARAS DE SEGURIDAD CCTV, SISTEMAS DE CONTROL DE ACCESO Y SERVICIOS DE MANTENIMIENTO Y SOPORTE PARA LAS INSTALACIONES DE BOGOTÁ, CAMPO, ESTACIONES Y CASETAS DE ODL Y BICENTENARIO.",False,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
